libelle_court,libelle_long,libelle_edition,id
'ME-ID','MECANIQUE INDUSTRIELLE','Mecanique industrielle',612
'MECAN','MECANIQUE','Mecanique',613
'ME-MX','MECANIQUE ET RESISTANCE DES MATERIAUX','Mecanique et resistance des materiaux',614
'ETMAI','ETUDE DES MECANISMES ET AUTOM.INDUST.','Etude des mecanismes et autom.indust.',615
'ETCMA','ETUDE SYSTEM.(CONSTR.,MECANISMES,AUTOM.)','Etude system.(constr.,mecanismes,autom.)',616
'CALTO','CALCULS TOPOMETRIQUES','Calculs topometriques',617
'GODSI','GEODESIE','Geodesie',618
'D-HAC','DESS.ARTS APPL.-HIST.ARCHITECT.CONSTRUCT','Dess.arts appl.-hist.architect.construct',619
'TOPTA','TOPOGRAPHIE (THEME ET APPLICATION)','Topographie (theme et application)',620
'ETCGC','ETUDE DES CONSTRUCTIONS (GENIE CIVIL)','Etude des constructions (genie civil)',621
'ECPRP','ET.CT PRIX-REAL.PIEC.ECRIT-ORG.P.D.CONST','Et.ct prix-real.piec.ecrit-org.p.d.const',622
'TECNU','TECHNOLOGIE DES TP NOTIONS D''URBANISME','Technologie des tp notions d''urbanisme',623
'ARCHI','ARCHITECTURE','Architecture',624
'MENCH','MENUISERIE CHARPENTE','Menuiserie charpente',625
'ELBAT','ELECTRICITE DU BATIMENT','Electricite du batiment',626
'TPELC','TP D''ELECTRICITE','Tp d''electricite',627
'PLBSA','PLOMBERIE SANITAIRE','Plomberie sanitaire',628
'BATIM','BATIMENT','Batiment',629
'MACON','MACONNERIE','Maconnerie',630
'T-BAT','TECHNIQUE DU BATIMENT','Technique du batiment',631
'GNCID','GENIE CIVIL DIVERS','Genie civil divers',632
'MOSYS','MISE EN OEUVRE DES SYSTEMES','Mise en oeuvre des systemes',633
'TMFAV','THERMO.MECA.FLUIDE APPLIQUEE VEHICULE','Thermo.meca.fluide appliquee vehicule',634
'TMDPP','THERMODYNAMIQUE-TERMOPROPULSION','Thermodynamique-termopropulsion',635
'AMFVU','AERODYNAMIQUE-MECA.FLUIDES-VOL.-TEC.UTIL','Aerodynamique-meca.fluides-vol.-tec.util',636
'ETCSY','ETUDE ET CONCEPTION DES SYSTEMES','Etude et conception des systemes',637
'ETSYS','ETUDE DES SYSTEMES','Etude des systemes',638
'ETITL','ETUDE DES INSTALLATIONS','Etude des installations',639
'R-INS','REALISATION ET CONTROLE INSTALLATIONS','Realisation et controle installations',640
'TMDMF','THERMODYNAMIQUE MECANIQUE DES FLUIDES','Thermodynamique mecanique des fluides',641
'OSTCH','OST-CHAUDRONNERIE','Ost-chaudronnerie',642
'PREPA','PREPARATION','Preparation',643
'FLDEG','FLUIDIQUE ET ENERGETIQUE','Fluidique et energetique',644
'FLDEA','FLUIDIQUE ET ENERGETIQUE APPLIQUEES','Fluidique et energetique appliquees',645
'TMDTM','THERMODYNAMIQUE ET THERMIQUE','Thermodynamique et thermique',646
'GNTHD','GENIE THERMIQUE DIVERS','Genie thermique divers',647
'CH-ME','CHIMIE-METALLURGIE','Chimie-metallurgie',648
'TECGQ','TECHNOLOGIE-GESTION DE LA QUALITE-PROD.','Technologie-gestion de la qualite-prod.',649
'MT-DA','METHODES DE DEVELOP. D''UNE APPLICATION','Methodes de develop. d''une application',650
'MAPLI','MONTAGE D''APPAREILS (LABORATOIRE INDUS.)','Montage d''appareils (laboratoire indus.)',651
'T-FBR','TECHNIQUES DE FABRICATION','Techniques de fabrication',652
'GNCHD','GENIE CHIMIQUE DIVERS','Genie chimique divers',653
'TOPOG','TOPOGRAPHIE','Topographie',654
'GR3DV','GR3(DEVIS,ET.COUTS-PRIX,COMPTA TRAV.,PR)','Gr3(devis,et.couts-prix,compta trav.,pr)',655
'CO-BA','CONNAISSANCES DE BASE','Connaissances de base',656
'PDATP','PROJET:DESS D''ARCHITECT ET TRAVAUX PRAT.','Projet:dess d''architect et travaux prat.',657
'PXDOI','PRINCIPAUX DOMAINES D''INTERVENTION','Principaux domaines d''intervention',658
'CRQCO','CROQUIS COTE','Croquis cote',659
'R-TVX','REALISATION ETUDES ET TRAVAUX','Realisation etudes et travaux',660
'ESSMC','ESSAIS, MESURES, CONTROLE','Essais, mesures, controle',661
'T-AF','TECHNIQUE AMELIORATIONS FONCIERES','Technique ameliorations foncieres',662
'MAKET','MAQUETTE','Maquette',663
'PHGRA','PHOTOGRAMMETRIE','Photogrammetrie',664
'R-OUV','REALISATION DES OUVRAGES','Realisation des ouvrages',665
'R-GCV','REALISATION ET CONTROLE (GENIE CIVIL)','Realisation et controle (genie civil)',666
'TOPOL','TOPOLOGIE','Topologie',667
'METRE','METRE ET ETUDE DE COUTS','Metre et etude de couts',668
'O-CMO','ORGA.ET GESTION CHANTIER-MISE EN OEUVRE','Orga.et gestion chantier-mise en oeuvre',669
'P-CHT','PREPARATION DE CHANTIER','Preparation de chantier',670
'GR5PM','GR5(TECHNO PROC.METH,DROIT-REGLE.CONST.)','Gr5(techno proc.meth,droit-regle.const.)',671
'CADAS','CADASTRE','Cadastre',672
'T-DEC','TECHNIQUES DE DECORATION','Techniques de decoration',673
'GNVCD','GENIE INDUSTRIEL VERRE ET CERAMIQUE DIV.','Genie industriel verre et ceramique div.',674
'METAL','METALLURGIE','Metallurgie',675
'TRACG','TRACAGE','Tracage',676
'GNSMD','GENIE IND.STRUCTURES METAL.DIVERS','Genie ind.structures metal.divers',677
'EVEXI','ENVIRONNEMENT EXTERNE ET INTERNE','Environnement externe et interne',678
'CH-MP','CHIMIE MATIERES PLASTIQUES','Chimie matieres plastiques',679
'MOPMM','MISE OEUV.PLAST.,MAINT.MATERIELS ESSAIS','Mise oeuv.plast.,maint.materiels essais',680
'ETFGR','ETUDE FONCTIONNELLE ET GRAPHIQUE','Etude fonctionnelle et graphique',681
'TPAPC','TP ATELIER (PLASTIQUES COMPOSITES)','Tp atelier (plastiques composites)',682
'ROMOP','REAL. OUTILLAGE PR MISE OEUVRE PLASTIQUE','Real. outillage pr mise oeuvre plastique',683
'ETCMP','ETUDE ET CONTROLE MATERIAUX ET PRODUC.','Etude et controle materiaux et produc.',684
'O-FAB','ORGANISATION DES FABRICATIONS','Organisation des fabrications',685
'ETMLA','ETUDE DES MATERIAUX ET LABORATOIRE','Etude des materiaux et laboratoire',686
'ETMDT','ETUDE MATERIAUX ET DIV.TECH.TRANS.PLAS.','Etude materiaux et div.tech.trans.plas.',687
'TPMDE','T.P.DE MAINTENANCE-DEPANNAGE EQUIPEMENTS','T.p.de maintenance-depannage equipements',688
'MPOSP','MATERIAUX-PROCEDES ORGA.- SUIVI PRODUCT.','Materiaux-procedes orga.- suivi product.',689
'LAOTP','LABO.,ANALYSE,MISE OEUV. TECHNO PRODUITS','Labo.,analyse,mise oeuv. techno produits',690
'CT-PL','CONCEPTION (PLASTIQUES COMPOSITES)','Conception (plastiques composites)',691
'PH-AM','PHYSIQUE APPLIQUEE AUX MATERIAUX','Physique appliquee aux materiaux',692
'PRD-C','PRODUCTIONS ET CONTROLES','Productions et controles',693
'CTCPO','CONSTRUCTION CONCEPTION PIECES OUTILLAGE','Construction conception pieces outillage',694
'P-OTR','PREPARATION ORGANISATION TRAVAIL','Preparation organisation travail',695
'O-BMT','ORGANISATION PRODUCTION: BUREAU METHODES','Organisation production: bureau methodes',696
'GNIPD','GENIE INDUS.PLASTIQUES DIVERS','Genie indus.plastiques divers',697
'TECGC','TECHNOLOGIE ET GENIE CHIMIQUE','Technologie et genie chimique',698
'ETMTR','ETUDE DU MATERIAU','Etude du materiau',699
'D-TKM','DESSIN TECHNIQUE MACHINES','Dessin technique machines',700
'D-PRO','DESSIN PROFESSIONNEL','Dessin professionnel',701
'MONOB','MISE EN OEUVRE DE L''ENNOBLISSEMENT','Mise en oeuvre de l''ennoblissement',702
'SPTMO','SC.PHYS.ET TECHNO DE MATIERES D''OEUVRE','Sc.phys.et techno de matieres d''oeuvre',703
'ETSET','ETUDE DES SYST.D''ENTRETIEN ART.TEXTILES','Etude des syst.d''entretien art.textiles',704
'PRD-T','PRODUCT.M.EN OEUV.DES PROC.ENTRETIEN TEX','Product.m.en oeuv.des proc.entretien tex',705
'TECCC','TECHNOLOGIE DE CONSTRUCTION CHAUSSURES','Technologie de construction chaussures',706
'TPTKA','TRAVAUX PRATIQUES ET TECHNO D''APPLICATIO','Travaux pratiques et techno d''applicatio',707
'D-TXT','DESSIN TECHNIQUE (TEXTILE ET CUIR)','Dessin technique (textile et cuir)',708
'N-PCH','ENSEIGNEMENT PROFESSIONNEL CHAUSSURES','Enseignement professionnel chaussures',709
'TPHSP','TP:HYGIENE,SECUR.PROD.-REGLAGES,REL.HUM.','Tp:hygiene,secur.prod.-reglages,rel.hum.',710
'TPTXT','TRAVAUX PRATIQUES (TEXTILE ET CUIR)','Travaux pratiques (textile et cuir)',711
'CPAAD','COMPOSITION ART APPLIQUE AUX DOMAINES','Composition art applique aux domaines',442
'ESTAP','ESTHETIQUE APPLIQUEE A LA PROFESSION','Esthetique appliquee a la profession',443
'TXEPR','TRAVAUX ET ETUDES PRATIQUES','Travaux et etudes pratiques',444
'CREAT','CREATIVITE','Creativite',445
'T-GRA','TECHNIQUE GRAPHIQUE','Technique graphique',446
'D-TAC','DESSIN,TECHNOLOGIE,ATELIER DE CREATION','Dessin,technologie,atelier de creation',447
'PERSP','PERSPECTIVE','Perspective',448
'ETDOC','ETUDE DOCUMENTAIRE','Etude documentaire',449
'TECTP','TECHNOLOGIE ET TRAVAUX PRATIQUES','Technologie et travaux pratiques',450
'CPARA','COMPOSITION D''ARTS APPLIQUES','Composition d''arts appliques',451
'TTGRA','TRAITEMENTS GRAPHIQUES','Traitements graphiques',452
'EDAEI','EDUCATION ARTISTIQUE ET ESTHETIQUE INDUS','Education artistique et esthetique indus',453
'BCCRC','BUREAU DE CREATION : CREATION CERAMIQUE','Bureau de creation : creation ceramique',454
'BCCPL','BUREAU DE CREATION : CREATION PLASTIQUE','Bureau de creation : creation plastique',455
'ATCTS','ATELIER CREATION REALI.,TECHNO SPECIALIT','Atelier creation reali.,techno specialit',456
'BCAIN','BUREAU CREATION ARCHITECTURE INTERIEURE','Bureau creation architecture interieure',457
'BCSCM','BUREAU CREATION STYLE ET CROQUIS DE MODE','Bureau creation style et croquis de mode',458
'BCCTX','BUREAU DE CREATION : CREATION TEXTILE','Bureau de creation : creation textile',459
'RPLAS','RECHERCHES PLASTIQUES','Recherches plastiques',460
'CAATR','COMP.ARTS APPL.ET TECH. REPRES. PROJETS','Comp.arts appl.et tech. repres. projets',461
'GNEID','GENIE ELECTRIQUE INFORM. ELECTRO.DIVERS','Genie electrique inform. electro.divers',462
'IMPRE','IMPRESSION','Impression',463
'FINIT','FINITION','Finition',464
'P-FIM','PREPARATION DE LA FORME IMPRIMANTE','Preparation de la forme imprimante',465
'EX-GR','EXPRESSION GRAPHIQUE','Expression graphique',466
'T-FAB','TECHNIQUE DE FABRICATION','Technique de fabrication',467
'TECPT','TECHNOLOGIE PROFESS.ET TRAVAUX PRATIQUES','Technologie profess.et travaux pratiques',468
'TECPG','TECHNO DES SYST DE PRODUCTION GRAPHIQUE','Techno des syst de production graphique',469
'PD-GR','PRODUCTIQUE GRAPHIQUE','Productique graphique',470
'TECSI','TECHNO.DES SYST.D''INFORMATION GRAPHIQUE','Techno.des syst.d''information graphique',471
'O-OPG','ORG.MIS. E.OEUV. PROCESSUS PROD.GRAPHIQ.','Org.mis. e.oeuv. processus prod.graphiq.',472
'IGRAD','INDUSTRIE GRAPHIQUES DIVERS','Industrie graphiques divers',473
'EXPTR','EXPLOITATION DES TRANSPORTS','Exploitation des transports',474
'MMSOU','MOTORISATION MECA.SOUDURE','Motorisation meca.soudure',475
'CO-NA','CONNAISSANCE DU NAVIRE','Connaissance du navire',476
'HYDSD','HYDROSTATIQUE ET HYDRODYNAMIQUE','Hydrostatique et hydrodynamique',477
'ATTKA','ATELIER ET TECHNOLOGIE APPLIQUEE','Atelier et technologie appliquee',478
'EDAAA','EDUCATION ARTISTIQUE,ARTS APPLIQUES,ANA.','Education artistique,arts appliques,ana.',479
'ARCIE','ARCHI.INTERIEURE ET EXPRESSION PLASTIQUE','Archi.interieure et expression plastique',480
'A-APP','ARTS APPLIQUES','Arts appliques',481
'PLAST','PLASTIQUE','Plastique',482
'ORGAN','ORGANOLOGIE','Organologie',483
'TXPRO','TRAVAUX PROFESSIONNELS','Travaux professionnels',484
'TECEP','TECHNO.SPEC.-ETHIQUE,ORG.PROFES.LEGISLA.','Techno.spec.-ethique,org.profes.legisla.',485
'ELMEC','ELECTRICITE ET MECANIQUE','Electricite et mecanique',486
'TPIEL','TP INITIATION A L''ELECTRICITE','Tp initiation a l''electricite',487
'PH-AE','PHYSIQUE APPLIQUEE A L''ELECTROTECHNIQUE','Physique appliquee a l''electrotechnique',488
'FA-TP','FABRICATION REALISATION TP','Fabrication realisation tp',489
'ELCHI','ELECTROCHIMIE','Electrochimie',490
'ELTTK','ELECTROTECHNIQUE','Electrotechnique',491
'TECTS','TECHNO DES TRAITEMENTS DE SURFACES OST','Techno des traitements de surfaces ost',492
'P-TOG','PREPARATION (TECH.OST,GEST.PROD.)','Preparation (tech.ost,gest.prod.)',493
'ELECT','ELECTRICITE','Electricite',494
'ELHMA','ELECTRICITE HOR MAX','Electricite hor max',495
'CTELO','CONSTRUCTION (ELECTROTECHNIQUE)','Construction (electrotechnique)',496
'R-TSU','REALISATION DE TRAITEMENTS DE SURFACES','Realisation de traitements de surfaces',497
'ESSME','ESSAIS MESURES','Essais mesures',498
'N-IND','ENSEIGNEMENT INDUSTRIEL','Enseignement industriel',499
'ARCSI','ARCHITECTURE DES SYSTEMES INFORMATIQUES','Architecture des systemes informatiques',500
'MT-IF','METHODES INFORMATIQUES','Methodes informatiques',501
'TTNUM','TRAITEMENTS NUMERIQUES','Traitements numeriques',502
'IFIND','INFORMATIQUE INDUSTRIELLE','Informatique industrielle',503
'IFTIQ','INFORMATIQUE','Informatique',504
'TECIA','TECHNOLOGIE MATERIELS:INFORMATIQUE APPL.','Technologie materiels:informatique appl.',505
'IFAPL','INFORMATIQUE APPLIQUEE','Informatique appliquee',506
'ME-II','MECANIQUE AUTOMATIQUE ET INFORMAT.INDUS.','Mecanique automatique et informat.indus.',507
'AUIFI','AUTOMATIQUE ET INFORMATIQUE INDUSTRIELLE','Automatique et informatique industrielle',508
'IFAUT','INFORMATIQUE ET AUTOMATISMES','Informatique et automatismes',509
'LOGIC','LOGICIELS','Logiciels',510
'MOSIF','MISE EN OEUVRE SYSTEMES INFORMATIQUES','Mise en oeuvre systemes informatiques',511
'AUIFA','AUTOMATIQUE ET INFORMATIQUE APPLIQUEES','Automatique et informatique appliquees',512
'TPCEM','TP:CARBURANTS,ELECTRICITE,MOTEURS-ORGANE','Tp:carburants,electricite,moteurs-organe',513
'TPATD','TP ANAL.TECH.DIAG.REP.REGL.GEST.MAINT.','Tp anal.tech.diag.rep.regl.gest.maint.',514
'ETSYT','ETUDE DES SYSTEMES TECHNIQUES','Etude des systemes techniques',515
'RESMX','RESISTANCE DES MATERIAUX','Resistance des materiaux',516
'G-MTP','GESTION DE MAINTENANCE, TECHNOLOGIE, TP','Gestion de maintenance, technologie, tp',517
'ANFST','ANALYSE FONCTIONNELLE ET STRUCTURELLE','Analyse fonctionnelle et structurelle',518
'ANFSE','ANALYSE FONCT. STRUCT. ESTH. INDUS.','Analyse fonct. struct. esth. indus.',519
'ANFME','ANALYSE FONCTIONNELLE ET MECANIQUE','Analyse fonctionnelle et mecanique',520
'MT-MA','METHODES DE MAINTENANCE','Methodes de maintenance',521
'TPMHS','T.P MAINTENANCE HYGIENE SECURITE','T.p maintenance hygiene securite',522
'ESSMO','ESSAIS MOTEUR','Essais moteur',523
'ME-VB','MECANIQUE ET VIBRATIONS','Mecanique et vibrations',524
'GNMMD','GENIE MECA.MAINTENANCE DIVERS','Genie meca.maintenance divers',525
'ELTRO','ELECTRONIQUE','Electronique',526
'ETHMA','ETUDE THEORIQUE ET SCHEMA','Etude theorique et schema',527
'ELSIB','ELN ET LOGIQUE-SERVOMECAN.INSTRU.DE BORD','Eln et logique-servomecan.instru.de bord',528
'MESES','MESURES ET ESSAIS','Mesures et essais',529
'AUTMQ','AUTOMATIQUE','Automatique',530
'ESSYS','ESSAI DE SYSTEMES','Essai de systemes',531
'ELTAP','ELECTROTECHNIQUE ELECTRONIQUE APPLIQUEE','Electrotechnique electronique appliquee',532
'R-SEL','REAL.CONT.SYST.ELECTRONIQUES','Real.cont.syst.electroniques',533
'APPEM','APPLICATIONS PRATIQUES,ESSAIS ET MESURES','Applications pratiques,essais et mesures',534
'TECSC','TECHNO SYST.COMMANDE REGUL.AUTO.:SCHEMA','Techno syst.commande regul.auto.:schema',535
'REGUL','REGULATION','Regulation',536
'ANMOS','ANALYSE ET MISE EN OEUVRE DES SYSTEMES','Analyse et mise en oeuvre des systemes',537
'ELOAI','ELECTRONIQUE AUTOMATIQUE INFORM INDUS','Electronique automatique inform indus',538
'G-ELC','GENIE ELECTRIQUE','Genie electrique',539
'AJUST','AJUSTAGE','Ajustage',540
'ANFAB','ANALYSE FABRICATION','Analyse fabrication',541
'AUCMA','AUTOMATISMES ET COMMANDE DE MACHINES','Automatismes et commande de machines',542
'RGDYI','REGULATION ET DYNAMIQUE DES INSTALLATION','Regulation et dynamique des installation',543
'ETPAC','ETUDE DES PARTIES COMMANDES','Etude des parties commandes',544
'CTMOU','CONSTRUCTION,TECHNOLO. MATERIAUX OUTILLA','Construction,technolo. materiaux outilla',545
'CNTQU','CONTROLE QUALITE','Controle qualite',546
'TECCT','TECHNOLOGIE DE CONSTRUCTION','Technologie de construction',547
'STSYP','STRUCTURE DES SYSTEMES DE PRODUCTION','Structure des systemes de production',548
'PD-MO','PRODUCTIQUE SYSTEMES MOTORISES','Productique systemes motorises',549
'PD-SM','PRODUCTIQUE STRUCTURES METALLIQUES','Productique structures metalliques',550
'PD-MC','PRODUCTIQUE MECANIQUE','Productique mecanique',551
'PD-MS','PRODUCTIQUE MATERIAUX SOUPLES','Productique materiaux souples',552
'AUCRG','AUTOMATIQUE,CONTROLE ET REGULATION','Automatique,controle et regulation',553
'PD-MT','PRODUCTIQUE MICROTECHNIQUES','Productique microtechniques',554
'RE-CO','REALISATION ET CONTROLE','Realisation et controle',555
'G-MEC','GENIE MECANIQUE','Genie mecanique',556
'GNMPD','GENIE MECA.PRODUCTIQUE DIVERS','Genie meca.productique divers',557
'TECCS','TECHNOLOGIE CELLULES ET SYSTEMES','Technologie cellules et systemes',558
'ME-AT','MECANIQUE APPLIQUEE MOTEUR TRANSMISSION','Mecanique appliquee moteur transmission',559
'MAINT','MAINTENANCE','Maintenance',560
'ME-AV','MECANIQUE APPLIQUEE AU VEHICULE','Mecanique appliquee au vehicule',561
'ANTDI','ANALYSE TECHNIQUE DESSIN INDUSTRIEL','Analyse technique dessin industriel',562
'TPITV','TP INTERVENTION','Tp intervention',563
'TPAMN','TP ATELIER (MAINTENANCE)','Tp atelier (maintenance)',564
'D-TTC','DESSIN TECH TECHNOLOGIE DE CONSTRUCTION','Dessin tech technologie de construction',565
'PJTCT','PROJET ET TECHNOLOGIE DE CONSTRUCTION','Projet et technologie de construction',566
'MESUR','MESURES','Mesures',567
'D-ITC','DESSIN INDUSTRIEL ET TECH. CONSTRUCTION','Dessin industriel et tech. construction',568
'AUTMT','AUTOMATISMES','Automatismes',569
'MOPIN','MISE EN OEUVRE DES PROCESSUS INDUSTRIELS','Mise en oeuvre des processus industriels',570
'P-ORG','PREPARATION-ORGANISATION','Preparation-organisation',571
'DFPRC','DEFINITION DES PROCESSUS','Definition des processus',572
'CTDNI','CONSTRUCTION ET DESSIN INDUSTRIEL','Construction et dessin industriel',573
'ATAUM','ATELIER AUTOMATISMES MESURES','Atelier automatismes mesures',574
'ASAIF','AUTOMATISATION  SYST.-AUTOMAT INFORMAT.','Automatisation  syst.-automat informat.',575
'USIMS','USINAGE M.S.','Usinage m.s.',576
'AVPRJ','AVANT-PROJET','Avant-projet',577
'PROJT','PROJET','Projet',578
'ETPMM','ETUDE:PROCEDES,MOYENS,MISE EN OEUVRE','Etude:procedes,moyens,mise en oeuvre',579
'R-PRQ','REALISATION ET CONTROLE (PRODUCTIQUE)','Realisation et controle (productique)',580
'ANSPR','ANALYSE DES SYST.DE PRO.(PRODUCTIQ.TEXT)','Analyse des syst.de pro.(productiq.text)',581
'TPPRD','TRAVAUX PRATIQUES PRODUCTION','Travaux pratiques production',582
'ETMMP','ETUDE METHODES ET MOYENS DE PRODUCTION','Etude methodes et moyens de production',583
'ATGMP','ATELIER (GENIE MECAN. PRODUCTIQUE)','Atelier (genie mecan. productique)',584
'D-IND','DESSIN INDUSTRIEL','Dessin industriel',585
'ETPOP','ETUDE DES PARTIES OPERATIVES','Etude des parties operatives',586
'MORFE','MISE OEUVRE-REALIS.(FABRIC.,ESSAIS,CONTR','Mise oeuvre-realis.(fabric.,essais,contr',587
'P-OMH','PREPARATION ET ORGANISATION: METHODES','Preparation et organisation: methodes',588
'TPAEL','TP D''AUTOMATISME ET D''ELECTROTECHNIQUE','Tp d''automatisme et d''electrotechnique',589
'R-SYS','REALISATION ET CONTROLE DE SYSTEMES','Realisation et controle de systemes',590
'ETCCP','ETUDE DE CONCEPT. ET CONSTR. DE PRODUIT','Etude de concept. et constr. de produit',591
'PRODQ','PRODUCTIQUE','Productique',592
'MICTK','MICROTECHNIQUES','Microtechniques',593
'FA-GM','FABRICATION (GENIE MECAN. PRODUCTIQUE)','Fabrication (genie mecan. productique)',594
'PD-CT','PRODUCTIQUE CONSTRUCTION','Productique construction',595
'D-CTR','DESSIN DE CONSTRUCTION','Dessin de construction',596
'ME-TS','MECANIQUE ET TECHNOLOGIE DES STRUCTURES','Mecanique et technologie des structures',597
'D-IMC','DESSIN INDUSTRIEL MECANIQUE','Dessin industriel mecanique',598
'CTMAT','CONSTRUCTION MECANIQUE APPLIQUEE TECHNO.','Construction mecanique appliquee techno.',599
'P-MCM','PREPAR.ORGA.METHODE CONST.MOULES MODELES','Prepar.orga.methode const.moules modeles',600
'TPEFB','TRAVAUX PRATIQUES ETUDE FABRICATION','Travaux pratiques etude fabrication',601
'TECMX','TECHNOLOGIE DES MATERIAUX','Technologie des materiaux',602
'CT','CONSTRUCTION (FAMILLE 19)','Construction (famille 19)',603
'T-AHR','TECH.ADMINISTRATIVES HOTELIERES RESTAUR.','Tech.administratives hotelieres restaur.',272
'ACPRO','ACTIVITES PROFESSIONNELLES','Activites professionnelles',273
'HBGMT','HEBERGEMENT','Hebergement',274
'SAHRE','SC.APP. A L''HOTELLERIE ET A LA RESTAUR.','Sc.app. a l''hotellerie et a la restaur.',275
'HOTTP','HOTEL (TECHNOLOGIE, TRAVAUX PRATIQUES)','Hotel (technologie, travaux pratiques)',276
'T-HOT','TECHNIQUES HOTELIERES','Techniques hotelieres',277
'IFGES','INFORMATIQUE ET GESTION','Informatique et gestion',278
'DACVQ','DOMAINES ACTIVITES VIE QUOTIDIENNE','Domaines activites vie quotidienne',279
'E-DOM','ECONOMIE DOMESTIQUE','Economie domestique',280
'P-VSF','PREPARATION A LA VIE SOCIALE ET FAMILIAL','Preparation a la vie sociale et familial',281
